ID,item_cnt_month
226,0.40523064
227,0.130005
228,0.2229732
229,0.130005
230,0.130005
231,0.48018426
232,0.130005
233,0.36931038
234,0.130005
235,0.17176093
236,0.24253044
237,0.3875113
238,0.37173253
239,0.19740623
240,0.8261147
241,0.11874376
242,0.130005
243,0.130005
244,0.130005
245,0.25231585
246,1.7047195
247,0.41822463
248,0.44588572
249,0.1230545
250,0.7070126
251,0.18589263
252,0.23661469
253,0.9938334
254,0.37613502
255,5.4399056
256,0.130005
257,0.19643904
258,0.50029624
259,0.23466451
260,0.121531166
261,0.13017344
262,0.22794637
263,0.130005
264,0.12521982
265,0.45994082
266,0.130005
267,0.22972977
268,0.13039798
269,0.13031808
270,0.9679825
271,0.13871694
272,0.18415356
273,0.658629
274,10.136349
275,0.130005
276,0.37173253
277,1.368777
278,0.36756867
279,0.20579201
280,0.19768396
281,0.17725924
282,0.1615595
283,0.73696715
284,0.19768396
285,0.2507848
286,0.130005
287,0.8818311
288,0.26308948
289,0.37173253
290,0.130005
291,0.13339177
292,0.29106948
293,0.17892942
294,0.779053
295,0.8838554
296,0.18401656
297,0.16700184
298,0.130005
299,0.130005
300,0.12678236
301,0.46744254
302,0.8365628
303,0.7381131
304,0.1289891
305,0.12720054
306,0.22660987
307,0.17492183
308,0.28408703
309,0.130005
310,0.130005
311,0.40077305
312,0.82084996
313,0.20579201
314,0.130005
315,0.37173253
316,0.17694372
317,2.1066754
318,0.1335864
319,0.19767585
320,0.130005
321,0.13176127
322,0.68528575
323,0.14852196
324,0.410125
325,0.4519429
326,0.37813252
327,0.130005
328,0.130005
329,0.39364278
330,0.130005
331,0.130005
332,0.1738815
333,0.25679696
334,0.90418524
335,0.29097617
336,0.15473224
337,0.79706347
338,0.3904534
339,0.3997728
340,0.14840172
341,0.24245504
342,0.130005
343,0.9611127
344,0.14680979
345,0.1298658
346,4.1083984
347,3.4918778
348,0.15295738
349,0.30331433
350,0.130005
351,0.48888648
352,0.130005
353,0.16282448
354,0.130005
355,0.130005
356,0.37173253
357,0.779053
358,0.59580505
359,0.37173253
360,0.17469543
361,3.1637816
362,0.658629
363,0.90418524
364,0.526394
365,0.5004375
366,0.130005
367,0.130005
368,0.130005
369,0.21259409
370,0.130005
371,0.37173253
372,0.658629
373,0.130005
374,1.2780201
375,2.3623536
376,0.44791102
377,0.2507848
378,0.43446106
379,0.130005
380,2.8553388
381,0.5004375
382,0.48156542
383,0.130005
384,1.5457227
385,0.4361475
386,0.48766568
387,0.130005
388,0.2046198
389,0.12988324
390,0.130005
391,0.15206672
392,0.16954511
393,0.39375192
394,0.130005
395,0.130005
396,1.9461071
397,0.39074606
398,0.130005
399,0.43080023
400,0.130005
401,0.43449146
402,1.579138
403,2.420229
404,0.38794118
405,0.14977384
406,0.16225399
407,0.12181111
408,0.15355973
409,0.130005
410,0.130005
411,1.0808239
412,0.1375282
413,0.21715492
414,0.130005
415,3.9710388
416,0.130005
417,0.130005
418,0.130005
419,0.130005
420,0.36377123
421,1.340647
422,0.37173253
423,0.9937029
424,0.14342424
425,0.18931676
426,0.130005
427,0.130005
428,1.0312731
429,0.43655324
430,0.818945
431,0.6381817
432,0.126392
433,0.130005
434,0.12914258
435,0.84170455
436,0.14000072
437,0.8522932
438,0.57870877
439,0.6635363
440,0.1697246
441,0.22464341
442,0.22972977
443,0.2099554
444,0.14342424
445,0.3699552
446,0.2603416
447,0.24529804
448,0.37173253
449,0.6166484
450,0.37173253
451,0.22188121
452,0.19299904
453,0.2367209
454,0.42980313
455,0.19871965
456,0.40167597
457,0.130005
458,0.50970405
459,0.5679986
460,14.682663
461,1.214231
462,0.37173253
463,0.59601057
464,0.5258234
465,0.130005
466,0.130005
467,0.130005
468,0.130005
469,0.26372716
470,0.37173253
471,0.34612358
472,0.17469543
473,0.130005
474,0.9844061
475,1.340647
476,0.130005
477,0.12122274
478,0.12939304
479,0.130005
480,0.130005
481,0.130005
482,0.146357
483,0.37173253
484,0.9208028
485,0.45772505
486,0.5144454
487,0.15597801
488,0.130005
489,2.4164667
490,0.1891609
491,0.130005
492,0.42413688
493,0.130005
494,0.36060762
495,0.13545445
496,0.15206672
497,0.130005
498,5.1833234
499,0.130005
500,0.130005
501,0.55350435
502,0.44483197
503,0.130005
504,1.022819
505,0.5983491
506,0.83591056
507,0.15795189
508,0.8445531
509,0.33650896
510,0.16988637
511,0.14452639
512,0.25395575
513,0.130005
514,0.126392
515,0.130005
516,0.22972977
517,0.53469217
518,0.8880657
519,0.4695958
520,0.39702857
521,0.5053108
522,0.6046444
523,1.2750583
524,0.17469543
525,0.5151377
526,0.1903675
527,0.17490509
528,0.1289891
529,0.122399
530,0.130005
531,0.5634511
532,0.12591834
533,0.13408977
534,0.130005
535,0.11995332
536,0.130005
537,0.17263627
538,0.26135206
539,0.20077892
540,0.82057834
541,0.130005
542,0.22137265
543,0.15368097
544,0.1320841
545,0.130005
546,0.38360828
547,0.13997835
548,0.13735197
549,0.12837954
550,0.130005
551,0.29766285
552,0.54574555
553,0.14062347
554,0.13017344
555,0.3356928
556,0.16948807
557,0.19768396
558,0.130005
559,0.17433125
560,0.30113846
561,0.6906776
562,0.13514279
563,0.130005
564,0.130005
565,0.17008346
566,0.17203075
567,0.130005
568,0.22949913
569,0.14375158
570,0.130005
571,0.130005
572,0.779053
573,0.25820777
574,0.130005
575,0.130005
576,0.26032054
577,0.130005
578,0.130005
579,0.40630242
580,0.130005
581,0.130005
582,0.130005
583,0.130005
584,0.8359661
585,0.12540326
586,0.130005
587,0.49724925
588,2.570402
589,0.19629422
590,0.48983186
591,0.3105697
592,2.3450928
593,0.15427576
594,0.15896496
595,0.18530583
596,0.17175752
597,0.130005
598,0.12989026
599,0.130005
600,0.13364777
601,0.18214414
602,0.130005
603,0.13039798
604,0.2245997
605,0.12494508
606,0.12526037
607,0.130005
608,0.122742
609,0.42246723
610,0.37691212
611,0.6328682
612,0.130005
613,0.130005
614,0.130005
615,0.80836844
616,0.37173253
617,0.2908922
618,0.4815654
619,0.15206672
620,0.36029708
621,0.130005
622,0.130005
623,0.5134249
624,0.37173253
625,0.37173253
626,0.779053
627,0.130005
628,0.1400425
629,0.17469543
630,0.23637731
631,0.130005
632,0.17469543
633,0.130005
634,0.5327679
635,0.2943345
636,0.130005
637,0.24700165
638,0.25233865
639,0.16731384
640,0.5133709
641,0.71657145
642,0.15496273
643,0.130005
644,0.1335864
645,0.130005
646,0.779053
647,0.15206672
648,0.130005
649,0.17469543
650,0.23874512
651,0.891328
652,0.130005
653,0.17458831
654,0.15959534
655,0.37173253
656,0.31578553
657,0.130005
658,0.130005
659,0.16568552
660,0.51191044
661,0.23702842
662,0.130005
663,0.9438963
664,0.1399097
665,0.34071523
666,0.1788427
667,0.130005
668,0.658629
669,0.17469543
670,0.14913182
671,0.13469447
672,0.16274379
673,0.5603419
674,0.130005
675,0.130005
676,0.42928275
677,0.75233525
678,0.22972977
679,0.6483807
680,0.130005
681,0.11176176
682,0.19833171
683,0.130005
684,0.658629
685,0.37173253
686,0.3356928
687,0.37173253
688,0.30377147
689,0.130005
690,0.130005
691,0.1756151
692,0.16417356
693,0.13850643
694,0.130005
695,0.82045877
696,0.130005
697,0.130005
698,0.130005
699,0.130005
700,1.340647
701,0.130005
702,1.3891459
703,1.3891459
704,0.130005
705,0.130005
706,0.14942874
707,0.130005
708,0.13099506
709,2.0347388
710,0.25073883
711,0.32087594
712,0.130005
713,0.4436389
714,0.22972977
715,0.130005
716,0.43915987
717,0.23923396
718,0.130005
719,0.130005
720,0.130005
721,0.5268407
722,0.12506491
723,1.8771214
724,0.18119766
725,0.4815654
726,0.5123211
727,0.658629
728,0.130005
729,1.032903
730,0.17670229
731,0.13790126
732,0.824913
733,0.130005
734,0.658629
735,0.22972976
736,0.37173253
737,0.6411507
738,0.4815654
739,0.27297497
740,0.22972977
741,0.12771659
742,0.130005
743,0.37173253
744,0.56533235
745,0.4815654
746,0.3356928
747,0.44760746
748,0.5666075
749,0.130005
750,0.37981337
751,0.14636958
752,0.32087594
753,0.1237613
754,1.6127832
755,0.43915987
756,0.130005
757,0.44719222
758,0.12720054
759,0.12375069
760,0.8219022
761,0.308854
762,0.12828055
763,1.7178836
764,0.32087594
765,0.15206672
766,0.22972976
767,0.3812866
768,0.60006005
769,0.3141789
770,0.130005
771,0.130005
772,0.22972977
773,0.130005
774,0.130005
775,0.130005
776,0.37173253
777,0.37173253
778,0.130005
779,0.37173253
780,0.130005
781,0.9844061
782,0.82568175
783,0.37173253
784,0.130005
785,0.9844061
786,2.1874099
787,1.1158397
788,0.130005
789,0.37173253
790,0.130005
791,0.130005
792,0.130005
793,2.886075
794,0.130005
795,0.130005
796,0.130005
797,0.37173253
798,0.130005
799,1.4330039
800,0.37173253
801,0.17725924
802,0.130005
803,0.130005
804,0.17399073
805,0.130005
806,0.11953299
807,0.24702062
808,0.42351305
809,0.130005
810,0.37829864
811,0.46311828
812,0.38211113
813,0.15206672
814,0.13598046
815,0.4310743
816,0.24328601
817,0.130005
818,0.130005
819,0.1643674
820,0.23641117
821,0.13953912
822,0.4236502
823,0.130005
824,0.27365613
825,0.36930692
826,0.17469543
827,0.130005
828,0.13718043
829,0.20707163
830,0.9844062
831,0.2229732
832,0.14978357
833,0.4504087
834,0.9844061
835,0.1942296
836,0.130005
837,0.8152016
838,0.52153873
839,0.12766829
840,0.130005
841,0.2229732
842,0.14342424
843,0.130005
844,0.3356928
845,0.130005
846,0.14024304
847,0.37173253
848,0.18420525
849,0.15143374
850,0.19539094
851,0.130005
852,0.47171146
853,0.130005
854,0.3356928
855,0.74933493
856,0.37173253
857,0.9750181
858,0.130005
859,0.7956926
860,0.13743354
861,0.130005
862,0.22972976
863,0.37173253
864,0.3966291
865,0.57342523
866,0.3895005
867,0.13735197
868,1.037715
869,0.18422669
870,0.8113631
871,0.19768396
872,0.18148032
873,0.33459836
874,0.42655054
875,1.1121545
876,0.18019482
877,0.12720054
878,0.29390436
879,0.4815654
880,0.1250743
881,0.37173253
882,0.541695
883,1.340647
884,0.6132308
885,0.74880016
886,0.2270065
887,0.31063256
888,0.22041105
889,0.12540771
890,0.33162534
891,0.4338961
892,0.13573992
893,0.16771863
894,0.3356928
895,0.22972976
896,0.130005
897,0.16022325
898,0.12021765
899,0.4815654
900,0.13437349
901,1.1556439
902,0.15206672
903,0.130005
904,0.4912149
905,0.379302
906,1.9162228
907,0.274821
908,0.3213764
909,0.130005
910,0.23646751
911,0.12390676
912,1.3444619
913,0.46092916
914,0.130005
915,0.19118603
916,0.21299349
917,0.12246773
918,0.19552523
919,0.4072312
920,0.130005
921,0.8865901
922,0.15206672
923,0.13735197
924,0.39666837
925,0.25447822
926,0.3561911
927,0.18591127
928,0.37655818
929,0.37557614
930,0.130005
931,0.130005
932,0.4181966
933,0.34152466
934,0.130005
935,0.22972977
936,0.37173253
937,0.81262976
938,0.15886809
939,0.21775728
940,0.17469543
941,0.27854314
942,0.130005
943,0.4817515
944,0.13573992
945,0.130005
946,0.22818142
947,0.12410481
948,0.37173253
949,0.13320068
950,0.22972977
951,0.130005
952,0.12704898
953,0.130005
954,0.2599464
955,0.37173253
956,0.08975013
957,0.12668818
958,0.55976033
959,0.130005
960,0.130005
961,0.21449798
962,0.39383024
963,0.17469543
964,0.17469543
965,0.130005
966,0.24865049
967,0.130005
968,0.12590301
969,0.14416695
970,0.130005
971,0.13578208
972,0.133102
973,0.40599865
974,0.15658306
975,0.12425358
976,0.37481248
977,1.0878267
978,0.30328262
979,0.8800156
980,0.36727387
981,0.3490916
982,0.5171019
983,0.12452545
984,0.130005
985,0.47374445
986,0.2229732
987,0.49032176
988,0.13029298
989,0.130005
990,0.130005
991,0.29558736
992,0.2904964
993,0.9844061
994,0.66235197
995,0.15434693
996,0.130005
997,0.16810545
998,0.24692845
999,0.16769552
1000,0.7999963
1001,0.1891609
1002,0.61879206
1003,0.130005
1004,0.22702277
1005,0.18096541
1006,0.130005
1007,0.12595804
1008,0.6770657
1009,0.23321384
1010,0.22338869
1011,0.38211113
1012,0.4782958
1013,1.7693815
1014,0.130005
1015,0.130005
1016,0.130005
1017,0.130005
1018,0.1386933
1019,0.22972977
1020,0.130005
1021,0.26039118
1022,0.14062984
1023,0.13005856
1024,0.4668242
1025,0.12826155
1026,0.5268407
1027,0.23791912
1028,0.130005
1029,0.17381032
1030,0.17027213
1031,0.37173253
1032,2.0719824
1033,0.130005
1034,0.59979033
1035,0.22989327
1036,0.12680759
1037,1.2383935
1038,0.130005
1039,0.12200743
1040,0.5019227
1041,0.130005
1042,0.130005
1043,0.13526067
1044,0.27153552
1045,0.22972977
1046,0.5303701
1047,0.22972977
1048,0.23064594
1049,0.130005
1050,0.130005
1051,0.130005
1052,0.130005
1053,0.130005
1054,0.130005
1055,0.38065565
1056,0.43852788
1057,0.130005
1058,0.130005
1059,1.3294921
1060,0.16836534
1061,0.130005
1062,0.11830138
1063,0.20525166
1064,0.24890812
1065,0.114002876
1066,0.31698444
1067,0.43042493
1068,0.16393939
1069,0.37173253
1070,0.20067829
1071,0.13018633
1072,0.130005
1073,0.22972977
1074,0.22972977
1075,0.22972977
1076,0.19610956
1077,0.130005
1078,0.130005
1079,0.23584226
1080,0.14976068
1081,0.130005
1082,0.13392384
1083,0.15232903
1084,0.23363644
1085,0.14754802
1086,0.130005
1087,0.16701214
1088,0.4181966
1089,0.4721198
1090,1.7178836
1091,0.130005
1092,0.565265
1093,0.053066447
1094,0.17469543
1095,0.18921661
1096,0.17469543
1097,0.15163368
1098,0.130005
1099,0.12461889
1100,0.21559304
1101,0.22972977
1102,0.27375138
1103,0.90418524
1104,1.3418472
1105,0.16665635
1106,0.130005
1107,0.7322331
1108,0.13953912
1109,0.130005
1110,0.1922465
1111,0.130005
1112,0.25007045
1113,0.130005
1114,0.37562707
1115,0.13127977
1116,0.17469543
1117,0.130005
1118,0.121161684
1119,0.16444565
1120,0.38193935
1121,0.16769882
1122,0.19503848
1123,0.130005
1124,0.14024304
1125,0.18910685
1126,0.46828768
1127,0.12716085
1128,0.18517266
1129,0.36871696
1130,0.2605373
1131,0.130005
1132,0.121684656
1133,0.14827178
1134,0.2263401
1135,0.13222395
1136,0.2092059
1137,1.0129713
1138,0.28931293
1139,0.15368098
1140,0.11937669
1141,0.13838823
1142,0.15575905
1143,0.14342424
1144,0.12516718
1145,0.5004375
1146,0.117405444
1147,0.130005
1148,0.130005
1149,0.22975112
1150,0.14024304
1151,0.29681486
1152,0.130005
1153,0.35752442
1154,0.6844118
1155,0.37173253
1156,0.19481835
1157,1.9336491
1158,1.3425896
1159,0.13224375
1160,0.2204303
1161,0.42566612
1162,0.2275458
1163,0.130005
1164,0.14727928
1165,0.130005
1166,0.130005
1167,0.130005
1168,0.130005
1169,0.130005
1170,0.37173253
1171,0.130005
1172,0.130005
1173,0.11895926
1174,0.130005
1175,0.130005
1176,0.130005
1177,0.13081428
1178,0.23197445
1179,0.1345935
1180,0.48188904
1181,0.13167974
1182,0.17469543
1183,0.130005
1184,0.12999868
1185,0.14765894
1186,0.130005
1187,0.130005
1188,0.1400425
1189,0.9844061
1190,0.15496273
1191,0.13039798
1192,0.130005
1193,1.0962658
1194,0.1197515
1195,0.27360803
1196,0.14024304
1197,0.13507098
1198,0.130005
1199,0.32535574
1200,0.15033764
1201,0.130005
1202,0.14129627
1203,0.512197
1204,0.130005
1205,0.764399
1206,0.12826155
1207,0.130005
1208,0.1302882
1209,0.11063719
1210,0.21527739
1211,0.16385168
1212,1.9259694
1213,0.6054651
1214,0.45945784
1215,0.19871965
1216,0.5514132
1217,0.40554202
1218,0.19239078
1219,0.13871694
1220,0.130005
1221,0.130005
1222,0.14215863
1223,0.13392384
1224,0.23627275
1225,0.130005
1226,0.1946079
1227,0.130005
1228,0.29989812
1229,0.22562118
1230,0.130005
1231,0.47882146
1232,0.22821522
1233,0.21798386
1234,0.12826155
1235,0.32087594
1236,0.2551257
1237,0.42947957
1238,0.130005
1239,0.9844061
1240,0.1493653
1241,0.37870353
1242,0.23032814
1243,0.37173253
1244,0.17469543
1245,0.14342424
1246,0.7300382
1247,0.22970906
1248,0.36598903
1249,0.12748513
1250,0.22972463
1251,0.130005
1252,0.12050016
1253,0.37173253
1254,0.7070126
1255,0.06510122
1256,0.40185934
1257,0.13871694
1258,0.130005
1259,0.130005
1260,0.130005
1261,0.22128308
1262,0.130005
1263,0.11807849
1264,1.320575
1265,0.24619505
1266,0.17327493
1267,0.51929164
1268,0.12761196
1269,0.12664841
1270,0.41751844
1271,0.22818142
1272,0.12791969
1273,0.23013815
1274,0.130005
1275,0.12163994
1276,0.38145393
1277,0.130005
1278,0.130005
1279,0.658629
1280,0.12238725
1281,0.18911427
1282,0.14582512
1283,0.22864667
1284,0.98013574
1285,0.19554542
1286,0.12616304
1287,0.5792432
1288,0.13591522
1289,0.42947957
1290,0.1891609
1291,1.2964396
1292,0.227654
1293,0.25695485
1294,0.5575502
1295,0.30558023
1296,0.21369465
1297,0.37173253
1298,0.6859768
1299,0.26557833
1300,0.26557833
1301,0.2319531
1302,0.19456238
1303,0.130005
1304,0.90418524
1305,0.37173253
1306,0.1217214
1307,0.106589295
1308,0.37173253
1309,0.130005
1310,0.130005
1311,0.2170333
1312,0.84312814
1313,0.23945303
1314,0.38975692
1315,0.130005
1316,0.50649893
1317,0.23980424
1318,0.92868274
1319,0.15010755
1320,0.22972977
1321,0.17469543
1322,0.130005
1323,0.34973115
1324,0.15488335
1325,0.63096136
1326,0.130005
1327,0.130005
1328,0.17136145
1329,0.13871694
1330,0.130005
1331,0.13091083
1332,0.130005
1333,1.9933677
1334,0.14586021
1335,0.13239652
1336,0.130005
1337,0.4448164
1338,0.2229732
1339,0.23011479
1340,0.130005
1341,0.130005
1342,0.39133868
1343,0.12668818
1344,0.130005
1345,0.12704898
1346,0.130005
1347,0.19768396
1348,0.15206672
1349,0.6687941
1350,0.130005
1351,0.22972977
1352,0.130005
1353,0.19768396
1354,0.19922209
1355,0.37173253
1356,0.22972977
1357,0.23178935
1358,0.12782915
1359,0.75049895
1360,0.658629
1361,0.37173253
1362,0.14158405
1363,0.1938961
1364,0.29969156
1365,0.4333532
1366,0.12717141
1367,0.21030983
1368,0.2787962
1369,0.130005
1370,0.130005
1371,0.130005
1372,0.13039798
1373,0.37173253
1374,0.130005
1375,0.37173253
1376,0.39451206
1377,0.130005
1378,0.2197631
1379,0.22972977
1380,0.2367209
1381,0.14298318
1382,0.24319524
1383,0.34482634
1384,0.12521154
1385,0.37173253
1386,0.19573608
1387,0.15420035
1388,0.1261947
1389,0.130005
1390,0.15353945
1391,0.122304715
1392,0.20611519
1393,0.130005
1394,0.130005
1395,0.3868788
1396,0.130005
1397,0.31075734
1398,0.24064425
1399,0.1632324
1400,0.130005
1401,0.130005
1402,0.17469543
1403,0.5237971
1404,0.130005
1405,0.130005
1406,0.123886354
1407,0.130005
1408,0.12020086
1409,0.130005
1410,0.22972977
1411,0.15906774
1412,0.1293289
1413,0.17469543
1414,0.13039798
1415,0.12369169
1416,0.2157979
1417,0.3126605
1418,0.14926742
1419,0.24220718
1420,0.130005
1421,0.34948438
1422,0.15037683
1423,0.14393106
1424,0.12741181
1425,0.13735197
1426,0.130005
1427,0.14342424
1428,0.13068816
1429,0.17903362
1430,0.130005
1431,0.16641757
1432,0.130005
1433,0.13883904
1434,0.130005
1435,0.14277175
1436,0.130005
1437,0.130005
1438,0.130005
1439,0.130005
1440,0.130005
1441,0.130005
1442,0.17426734
1443,0.36619478
1444,0.130005
1445,0.151098
1446,0.130005
1447,0.130005
1448,0.130005
1449,0.22972977
1450,0.130005
1451,0.124497496
1452,0.23522472
1453,0.17469543
1454,0.130005
1455,0.130005
1456,0.15070237
1457,0.130005
1458,0.3723107
1459,0.658629
1460,0.1742819
1461,0.15314233
1462,0.46817535
1463,0.130005
1464,0.1770504
1465,0.1721877
1466,0.39199
1467,0.130005
1468,0.22972977
1469,0.22032318
1470,0.18589263
1471,0.19461724
1472,0.28059453
1473,0.22972977
1474,0.47983924
1475,0.40524715
1476,0.17469543
1477,0.43549335
1478,0.1320841
1479,0.37173253
1480,0.1847449
1481,0.146442
1482,0.4815654
1483,0.130005
1484,0.13339728
1485,0.16034032
1486,0.1953663
1487,0.1262649
1488,0.13638867
1489,0.36579388
1490,0.12914258
1491,0.23984751
1492,0.18044376
1493,0.130005
1494,0.37173253
1495,0.1320841
1496,0.131095
1497,2.6732156
1498,0.4202596
1499,0.13735197
1500,0.13039798
1501,0.13903393
1502,0.37173253
1503,0.130005
1504,0.14253624
1505,0.130005
1506,0.22846913
1507,0.130005
1508,0.15921083
1509,0.25156355
1510,0.12560463
1511,0.15306677
1512,0.130005
1513,0.130005
1514,0.37173253
1515,0.130005
1516,0.130005
1517,0.14214514
1518,0.23036857
1519,0.13702606
1520,0.130005
1521,0.37173253
1522,0.37869474
1523,0.1405677
1524,0.39199
1525,0.130005
1526,0.14374356
1527,0.17469543
1528,0.122097984
1529,0.13989283
1530,0.18464518
1531,0.37173253
1532,0.37059563
1533,0.130005
1534,0.130005
1535,0.130005
1536,0.50004524
1537,0.130005
1538,0.37173253
1539,0.36881316
1540,0.130005
1541,0.130005
1542,0.130005
1543,0.12853433
1544,0.14024304
1545,0.130005
1546,0.130005
1547,0.14293718
1548,0.20793083
1549,0.15007263
1550,0.130005
1551,0.37173253
1552,0.130005
1553,0.12704898
1554,0.130005
1555,0.2577186
1556,0.22972977
1557,0.130005
1558,0.37173253
1559,0.14431486
1560,0.17469543
1561,0.22972977
1562,0.130005
1563,0.22972977
1564,0.130005
1565,0.130005
1566,0.21369465
1567,0.12669285
1568,0.130005
1569,0.130005
1570,0.130005
1571,0.130005
1572,0.130005
1573,0.130005
1574,0.42231235
1575,0.130005
1576,0.130005
1577,0.130005
1578,0.13244784
1579,0.130005
1580,0.130005
1581,0.130005
1582,0.5537326
1583,0.24836828
1584,0.24712738
1585,0.130005
1586,0.130005
1587,0.22972977
1588,0.130005
1589,0.13427141
1590,0.13222395
1591,0.130005
1592,0.130005
1593,0.1320841
1594,0.130005
1595,0.130005
1596,0.130005
1597,0.130005
1598,0.130005
1599,0.130005
1600,0.130005
1601,0.130005
1602,0.15206672
1603,0.130005
1604,0.130005
1605,0.12791969
1606,0.130005
1607,0.130005
1608,0.37173253
1609,0.37173253
1610,0.130005
1611,0.130005
1612,0.130005
1613,0.3366852
1614,0.130005
1615,0.44760746
1616,0.130005
1617,0.130005
1618,0.47453165
1619,0.130005
1620,0.12906055
1621,0.51969206
1622,0.130005
1623,0.130005
1624,0.130005
1625,0.130005
1626,0.130005
1627,0.7052334
1628,0.13735197
1629,0.130005
1630,0.130005
1631,0.130005
1632,0.130005
1633,0.130005
1634,0.130005
1635,0.130005
1636,0.130005
1637,0.130005
1638,0.17149235
1639,0.130005
1640,0.13005635
1641,0.130005
1642,0.130005
1643,0.1289891
1644,0.22775875
1645,0.130005
1646,0.17469543
1647,0.58832586
1648,0.130005
1649,0.130005
1650,0.130005
1651,0.15487656
1652,0.130005
1653,0.4815654
1654,0.658629
1655,0.24220718
1656,0.43506005
1657,0.261409
1658,0.130005
1659,0.47075492
1660,0.130005
1661,0.11973271
1662,0.130005
1663,0.130005
1664,0.8284557
1665,0.130005
1666,0.13005635
1667,0.130005
1668,0.22972977
1669,0.13218856
1670,0.1735273
1671,0.130005
1672,0.4029836
1673,0.17469543
1674,0.130005
1675,0.28489256
1676,0.130005
1677,0.13501176
1678,0.179308
1679,0.130005
1680,0.17079046
1681,0.18521431
1682,0.12670065
1683,0.130005
1684,0.130005
1685,0.130005
1686,0.130005
1687,0.21401006
1688,0.16804492
1689,0.130005
1690,0.1285415
1691,0.130005
1692,0.130005
1693,0.1277788
1694,0.13005635
1695,0.42107144
1696,0.130005
1697,0.37173253
1698,0.21287014
1699,0.11683725
1700,0.19951653
1701,0.130005
1702,0.6813002
1703,0.33763653
1704,0.130005
1705,0.13735197
1706,0.130005
1707,0.130005
1708,0.130005
1709,0.14978065
1710,0.130005
1711,0.130005
1712,0.130005
1713,0.130005
1714,0.37388748
1715,0.36216655
1716,0.12424189
1717,0.130005
1718,0.130005
1719,0.130005
1720,0.130005
1721,0.19039625
1722,0.130005
1723,0.12650555
1724,0.12821905
